GAME_ID,DATE,SEASON,TEAM_ID,EFG,FTR,OREB_PCT,TOV_PCT,OFF_RTG,DEF_RTG,HOME,MOV
22101144,2022-03-30,2021,1610612759,0.5903614457831325,0.1927710843373494,0.2,0.1345636293733179,1.1438582028029678,1.1686143572621035,1,-1.0
22101128,2022-03-28,2021,1610612759,0.505,0.28,0.3333333333333333,0.0965250965250965,1.1461051062243757,1.1286681715575622,0,3.0
22101107,2022-03-26,2021,1610612759,0.4619565217391304,0.2717391304347826,0.3478260869565217,0.0884955752212389,1.1030927835051547,1.0915642221280204,0,4.0
22101094,2022-03-23,2021,1610612759,0.5904255319148937,0.2553191489361702,0.3111111111111111,0.1105818305546104,1.284279644650444,0.9063444108761328,0,37.0
22101070,2022-03-20,2021,1610612759,0.4642857142857143,0.2551020408163265,0.3148148148148148,0.0840336134453781,1.0784313725490196,1.1460101867572157,0,2.0
22101054,2022-03-18,2021,1610612759,0.4213483146067415,0.2247191011235955,0.1509433962264151,0.140597539543058,0.8601134215500945,1.2409927942353882,0,-33.0
22101040,2022-03-16,2021,1610612759,0.5357142857142857,0.2040816326530612,0.2884615384615384,0.101010101010101,1.1753371868978806,1.1792452830188678,1,2.0
22101024,2022-03-14,2021,1610612759,0.6030927835051546,0.268041237113402,0.2142857142857142,0.1215165262475696,1.2146102761272282,1.3294075660242684,0,-10.0
22101007,2022-03-12,2021,1610612759,0.4656862745098039,0.1568627450980392,0.2830188679245283,0.084005376344086,1.038062283737024,1.1712598425196852,0,-11.0
22101002,2022-03-11,2021,1610612759,0.4352941176470588,0.5058823529411764,0.2545454545454545,0.1111871365035922,1.0104935872522347,0.9891388673390225,1,2.0
22100989,2022-03-09,2021,1610612759,0.5059523809523809,0.238095238095238,0.1707317073170731,0.1145038167938931,1.0633946830265848,1.2616624257845632,1,-15.0
22100973,2022-03-07,2021,1610612759,0.6011904761904762,0.3571428571428571,0.2790697674418604,0.1413427561837456,1.1561264822134387,1.0564733000384172,0,7.0
22100955,2022-03-05,2021,1610612759,0.5153061224489796,0.2040816326530612,0.25,0.0856164383561643,1.1271676300578035,1.2087264150943395,1,-6.0
22100944,2022-03-03,2021,1610612759,0.5591397849462365,0.1720430107526881,0.1304347826086956,0.0990634005763688,1.0662604722010662,1.1156383391540552,0,-3.0
22100923,2022-02-28,2021,1610612759,0.4595959595959596,0.1919191919191919,0.2222222222222222,0.0773461670677208,1.0061326178612495,1.1757672379434037,1,-13.0
22100908,2022-02-26,2021,1610612759,0.6333333333333333,0.2111111111111111,0.3,0.1689760054072321,1.2128619781872885,1.2462518740629684,0,-4.0
22100899,2022-02-25,2021,1610612759,0.5857142857142857,0.4095238095238095,0.3636363636363636,0.1206358217428328,1.2568043547870635,1.2483681462140992,1,4.0
22100881,2022-02-16,2021,1610612759,0.4897959183673469,0.2244897959183673,0.2857142857142857,0.1077229035465694,1.0686164229471316,0.996615268898082,1,8.0
22100861,2022-02-14,2021,1610612759,0.5108695652173914,0.2282608695652173,0.0851063829787234,0.0646711012564671,1.045663852647736,1.1737089201877935,0,-11.0
22100848,2022-02-12,2021,1610612759,0.5806451612903226,0.2043010752688172,0.1627906976744186,0.0470101541933057,1.247987117552335,1.130952380952381,0,10.0
22100841,2022-02-11,2021,1610612759,0.6555555555555556,0.2333333333333333,0.1351351351351351,0.1236312257152949,1.2564671101256468,1.1350844277673546,0,15.0
22100825,2022-02-09,2021,1610612759,0.4242424242424242,0.1111111111111111,0.2678571428571428,0.1112632660047928,0.9033778476040848,1.0987861029719548,0,-13.0
22100792,2022-02-04,2021,1610612759,0.6460674157303371,0.2247191011235955,0.2972972972972973,0.1092896174863388,1.325910931174089,1.0215882806476484,0,25.0
22100521,2022-02-03,2021,1610612759,0.425,0.475,0.2553191489361702,0.1494899753781217,0.933936295713724,1.1555922410235246,0,-17.0
22100771,2022-02-01,2021,1610612759,0.6506024096385542,0.2048192771084337,0.1388888888888889,0.1339969372128637,1.20627261761158,1.2048192771084336,0,-4.0
22100758,2022-01-30,2021,1610612759,0.515,0.08,0.2391304347826087,0.0960530911631156,1.062596599690881,1.1583400483481063,0,-5.0
22100742,2022-01-28,2021,1610612759,0.6105263157894737,0.1894736842105263,0.2325581395348837,0.0636826783114992,1.311048839071257,1.2026813880126184,0,9.0
22100728,2022-01-26,2021,1610612759,0.5053191489361702,0.202127659574468,0.2888888888888888,0.1126907073509015,1.074638530676045,1.1518937914877,1,-8.0
22100719,2022-01-25,2021,1610612759,0.6336633663366337,0.0594059405940594,0.2894736842105263,0.1114540466392318,1.2684589170768648,1.0097087378640777,0,30.0
22100704,2022-01-23,2021,1610612759,0.5280898876404494,0.247191011235955,0.2608695652173913,0.0749906261717285,1.151246303337558,1.1602098466505246,0,-6.0
22100691,2022-01-21,2021,1610612759,0.431578947368421,0.2526315789473684,0.2807017543859649,0.0537827178200071,1.0673922143156132,1.166733147187874,0,-15.0
22100676,2022-01-19,2021,1610612759,0.5677083333333334,0.1458333333333333,0.2558139534883721,0.0809643756747031,1.178115015974441,0.9177820267686424,1,22.0
22100664,2022-01-17,2021,1610612759,0.4945652173913043,0.2391304347826087,0.2826086956521739,0.1055594651653765,1.0627731426301152,1.25,0,-14.0
22100648,2022-01-15,2021,1610612759,0.4759036144578313,0.3253012048192771,0.3125,0.1285819250551065,1.075841499786962,0.9738914214670537,0,7.0
22100638,2022-01-14,2021,1610612759,0.5380434782608695,0.1413043478260869,0.2272727272727272,0.1330731014904187,1.0611370716510904,1.111544461778471,0,-5.0
