GAME_ID,DATE,SEASON,TEAM_ID,EFG,FTR,OREB_PCT,TOV_PCT,OFF_RTG,DEF_RTG,HOME,MOV
22100452,2022-03-31,2021,1610612739,0.4722222222222222,0.3111111111111111,0.2941176470588235,0.1203576341127923,1.0560600078957758,1.3189689891260572,0,-24.0
22101136,2022-03-30,2021,1610612739,0.572289156626506,0.2650602409638554,0.2368421052631578,0.1230128690386071,1.1584609019445593,1.2422360248447206,1,-8.0
22101123,2022-03-28,2021,1610612739,0.5240963855421686,0.2771084337349397,0.1395348837209302,0.1225028269883151,1.068717538953256,0.9929217459693276,1,6.0
22101110,2022-03-26,2021,1610612739,0.4573170731707317,0.3292682926829268,0.3260869565217391,0.1216317365269461,1.023073574227253,1.053763440860215,1,-4.0
22101095,2022-03-24,2021,1610612739,0.5443037974683544,0.2784810126582278,0.25,0.1278520849724626,1.122140699179974,1.266782156777826,1,-13.0
22101072,2022-03-21,2021,1610612739,0.6046511627906976,0.2209302325581395,0.2,0.1128243700639338,1.220008133387556,1.3094762095161934,1,-11.0
22101060,2022-03-19,2021,1610612739,0.5681818181818182,0.2613636363636363,0.3,0.1248662147698894,1.1286456252497004,1.1081740544936969,1,4.0
22101049,2022-03-18,2021,1610612739,0.5204081632653061,0.2653061224489796,0.2830188679245283,0.0913317834606443,1.1286039453717756,1.1056042699199389,1,3.0
22101034,2022-03-16,2021,1610612739,0.54375,0.4,0.2,0.0873108265424912,1.1989903239377366,1.237935375577004,1,-4.0
22101020,2022-03-14,2021,1610612739,0.563953488372093,0.3720930232558139,0.2790697674418604,0.0990277277637738,1.2111425111021397,1.0726710475454193,1,9.0
22101006,2022-03-12,2021,1610612739,0.4476744186046512,0.1976744186046511,0.1162790697674418,0.1302567919612951,0.8879781420765027,1.0243407707910752,1,-10.0
22100998,2022-03-11,2021,1610612739,0.4936708860759494,0.3670886075949367,0.1707317073170731,0.1563074659801397,1.0318396226415094,1.183252427184466,1,-12.0
22100976,2022-03-08,2021,1610612739,0.5478723404255319,0.2872340425531915,0.3414634146341463,0.0702493853178784,1.2715258309971966,1.196911196911197,1,3.0
22100962,2022-03-06,2021,1610612739,0.5235294117647059,0.2705882352941176,0.3260869565217391,0.1516232607920085,1.0708401976935749,0.9752133279154817,1,8.0
22100947,2022-03-04,2021,1610612739,0.5975609756097561,0.2926829268292683,0.2702702702702703,0.1147666411629686,1.2584602368866329,1.2875978574371651,1,-6.0
22100932,2022-03-02,2021,1610612739,0.5316455696202531,0.2658227848101265,0.1,0.1369327073552425,0.997557003257329,1.2437290969899664,1,-21.0
22100920,2022-02-28,2021,1610612739,0.6283783783783784,0.4594594594594595,0.303030303030303,0.1835535976505139,1.232821341956346,1.2781803542673107,1,-5.0
22100907,2022-02-26,2021,1610612739,0.4337349397590361,0.2891566265060241,0.2708333333333333,0.121996996996997,0.983326207781103,0.9087066779374472,1,6.0
22100889,2022-02-24,2021,1610612739,0.5194805194805194,0.4415584415584415,0.1818181818181818,0.1154290111581377,1.0733639016256773,1.112043642467478,1,-3.0
22100867,2022-02-15,2021,1610612739,0.6022727272727273,0.1363636363636363,0.3333333333333333,0.1223184042152804,1.2570437798006069,1.2932832707551103,0,-8.0
22100849,2022-02-12,2021,1610612739,0.5194805194805194,0.1948051948051948,0.1351351351351351,0.152129817444219,0.9935897435897436,1.1288908373520383,1,-10.0
22100839,2022-02-11,2021,1610612739,0.5864197530864198,0.3703703703703703,0.1714285714285714,0.1212686567164179,1.1857707509881423,1.055680119581465,1,7.0
22100825,2022-02-09,2021,1610612739,0.5304878048780488,0.2926829268292683,0.2439024390243902,0.1231527093596059,1.0987861029719548,0.9033778476040848,1,13.0
22100805,2022-02-06,2021,1610612739,0.4702380952380952,0.3333333333333333,0.32,0.0940556809631301,1.0850310008857398,0.8810116086235489,1,13.0
22100787,2022-02-04,2021,1610612739,0.4777777777777778,0.2222222222222222,0.2884615384615384,0.1083032490974729,1.0647181628392484,1.049023680930619,1,1.0
22100777,2022-02-02,2021,1610612739,0.55625,0.3375,0.2926829268292683,0.1561351947097722,1.0734929810074318,1.144050935137286,1,-11.0
22100759,2022-01-31,2021,1610612739,0.4821428571428571,0.1666666666666666,0.1666666666666666,0.09076240419524,1.0091145833333337,0.9864094695309076,1,3.0
22100754,2022-01-30,2021,1610612739,0.5426829268292683,0.3048780487804878,0.2727272727272727,0.1057692307692307,1.141304347826087,1.2105263157894737,1,-10.0
22100722,2022-01-26,2021,1610612739,0.5804597701149425,0.1954022988505747,0.2790697674418604,0.1126972201352366,1.2171888230313292,1.0214609987618657,1,16.0
22100709,2022-01-24,2021,1610612739,0.5123456790123457,0.2469135802469135,0.2608695652173913,0.1746323529411765,0.981404958677686,0.9974259974259976,1,2.0
22100695,2022-01-22,2021,1610612739,0.5,0.4605263157894737,0.3333333333333333,0.1940035273368606,0.9552845528455284,0.9058725531028736,1,7.0
22100673,2022-01-19,2021,1610612739,0.577922077922078,0.2857142857142857,0.2307692307692307,0.1390544298768375,1.134380453752181,1.21976647206005,1,-13.0
22100657,2022-01-17,2021,1610612739,0.5864197530864198,0.2592592592592592,0.2285714285714285,0.1425313568985176,1.172357054709996,1.1040033016921171,1,7.0
